TID, Nice, Tick
15, 20, 2071
15, 20, 2072
15, 20, 2073
15, 20, 2074
15, 20, 2075
15, 20, 2076
15, 20, 2077
13, 20, 2078
15, 20, 2079
15, 20, 2083
13, 20, 2128
13, 20, 2083
15, 20, 2130
15, 20, 2131
15, 20, 2132
15, 20, 2133
15, 20, 2134
15, 20, 2135
15, 20, 2136
15, 20, 2137
15, 20, 2138
15, 20, 2139
15, 20, 2140
15, 20, 2141
15, 20, 2142
15, 20, 2143
15, 20, 2144
15, 20, 2145
15, 20, 2146
15, 20, 2147
15, 20, 2148
15, 20, 2149
15, 20, 2150
15, 20, 2151
15, 20, 2152
15, 20, 2153
15, 20, 2154
15, 20, 2155
13, 20, 2156
15, 20, 2157
15, 20, 2161
13, 20, 2206
13, 20, 2161
15, 20, 2208
15, 20, 2209
15, 20, 2210
15, 20, 2211
15, 20, 2212
15, 20, 2213
15, 20, 2214
15, 20, 2215
15, 20, 2216
15, 20, 2217
15, 20, 2218
15, 20, 2219
15, 20, 2220
15, 20, 2221
15, 20, 2222
15, 20, 2223
15, 20, 2224
15, 20, 2225
15, 20, 2226
15, 20, 2227
15, 20, 2228
15, 20, 2229
15, 20, 2230
15, 20, 2231
15, 20, 2232
15, 20, 2233
13, 20, 2234
15, 20, 2235
15, 20, 2239
13, 20, 2284
13, 20, 2239
15, 20, 2286
15, 20, 2287
15, 20, 2288
15, 20, 2289
15, 20, 2290
15, 20, 2291
15, 20, 2292
15, 20, 2293
15, 20, 2294
15, 20, 2295
15, 20, 2296
15, 20, 2297
15, 20, 2298
15, 20, 2299
15, 20, 2300
15, 20, 2301
15, 20, 2302
15, 20, 2303
15, 20, 2304
15, 20, 2305
15, 20, 2306
15, 20, 2307
15, 20, 2308
15, 20, 2309
15, 20, 2310
15, 20, 2311
13, 20, 2312
15, 20, 2313
15, 20, 2317
13, 20, 2362
13, 20, 2317
15, 20, 2364
15, 20, 2365
15, 20, 2366
15, 20, 2367
15, 20, 2368
15, 20, 2369
15, 20, 2370
15, 20, 2371
15, 20, 2372
15, 20, 2373
15, 20, 2374
15, 20, 2375
15, 20, 2376
15, 20, 2377
15, 20, 2378
15, 20, 2379
15, 20, 2380
15, 20, 2381
15, 20, 2382
15, 20, 2383
15, 20, 2384
15, 20, 2385
15, 20, 2386
15, 20, 2387
15, 20, 2388
15, 20, 2389
13, 20, 2390
15, 20, 2391
13, 20, 2440
13, 20, 2395
15, 20, 2442
15, 20, 2443
15, 20, 2444
15, 20, 2445
15, 20, 2446
15, 20, 2447
15, 20, 2448
15, 20, 2449
15, 20, 2450
15, 20, 2451
15, 20, 2452
15, 20, 2453
15, 20, 2454
15, 20, 2455
15, 20, 2456
15, 20, 2457
15, 20, 2458
15, 20, 2459
15, 20, 2460
15, 20, 2461
15, 20, 2462
15, 20, 2463
15, 20, 2464
15, 20, 2465
15, 20, 2466
15, 20, 2467
13, 20, 2468
15, 20, 2469
15, 20, 2473
13, 20, 2519
13, 20, 2473
15, 20, 2521
15, 20, 2522
15, 20, 2523
15, 20, 2524
15, 20, 2525
15, 20, 2526
15, 20, 2527
15, 20, 2528
15, 20, 2529
15, 20, 2530
15, 20, 2531
15, 20, 2532
15, 20, 2533
15, 20, 2534
15, 20, 2535
15, 20, 2536
15, 20, 2537
15, 20, 2538
15, 20, 2538
15, 20, 2539
15, 20, 2540
15, 20, 2541
15, 20, 2542
15, 20, 2543
15, 20, 2544
15, 20, 2545
13, 20, 2546
15, 20, 2547
15, 20, 2551
13, 20, 2597
13, 20, 2551
15, 20, 2599
15, 20, 2600
15, 20, 2601
15, 20, 2602
15, 20, 2603
15, 20, 2604
15, 20, 2605
15, 20, 2606
15, 20, 2607
15, 20, 2608
15, 20, 2609
15, 20, 2610
15, 20, 2611
15, 20, 2612
15, 20, 2613
15, 20, 2614
15, 20, 2615
15, 20, 2616
15, 20, 2617
15, 20, 2618
15, 20, 2619
15, 20, 2620
15, 20, 2621
15, 20, 2622
15, 20, 2623
15, 20, 2624
13, 20, 2625
15, 20, 2626
15, 20, 2630
13, 20, 2676
13, 20, 2630
15, 20, 2677
15, 20, 2678
15, 20, 2679
15, 20, 2680
15, 20, 2681
15, 20, 2682
15, 20, 2683
15, 20, 2684
15, 20, 2685
15, 20, 2686
15, 20, 2687
15, 20, 2688
15, 20, 2689
15, 20, 2690
15, 20, 2691
15, 20, 2692
15, 20, 2693
15, 20, 2694
15, 20, 2695
15, 20, 2696
15, 20, 2697
15, 20, 2698
15, 20, 2699
15, 20, 2700
15, 20, 2701
15, 20, 2702
13, 20, 2703
15, 20, 2704
15, 20, 2708
15, 20, 2753
13, 20, 2754
13, 20, 2708
9, 20, 2756
9, 20, 2758
13, 20, 2759
13, 20, 2761
13, 20, 2762
13, 20, 2763
13, 20, 2764
13, 20, 2765
13, 20, 2766
13, 20, 2767
13, 20, 2768
13, 20, 2769
13, 20, 2770
13, 20, 2771
13, 20, 2772
13, 20, 2773
13, 20, 2774
13, 20, 2775
13, 20, 2776
13, 20, 2777
13, 20, 2778
13, 20, 2779
13, 20, 2780
13, 20, 2781
13, 20, 2782
13, 20, 2783
13, 20, 2784
13, 20, 2785
13, 20, 2786
13, 20, 2835
13, 20, 2836
13, 20, 2837
13, 20, 2838
13, 20, 2838
13, 20, 2839
13, 20, 2840
13, 20, 2841
13, 20, 2842
13, 20, 2843
13, 20, 2844
13, 20, 2845
13, 20, 2846
13, 20, 2847
13, 20, 2848
13, 20, 2849
13, 20, 2850
13, 20, 2851
13, 20, 2852
13, 20, 2853
13, 20, 2854
13, 20, 2855
13, 20, 2856
13, 20, 2857
13, 20, 2858
13, 20, 2859
13, 20, 2860
13, 20, 2909
13, 20, 2910
13, 20, 2911
13, 20, 2912
13, 20, 2913
13, 20, 2914
13, 20, 2915
13, 20, 2916
13, 20, 2917
13, 20, 2918
13, 20, 2919
13, 20, 2920
13, 20, 2921
13, 20, 2922
13, 20, 2923
13, 20, 2923
13, 20, 2924
13, 20, 2925
13, 20, 2926
13, 20, 2927
13, 20, 2928
13, 20, 2929
13, 20, 2930
13, 20, 2931
13, 20, 2932
13, 20, 2933
13, 20, 2934
13, 20, 2983
13, 20, 2984
13, 20, 2985
13, 20, 2986
13, 20, 2987
13, 20, 2988
13, 20, 2989
13, 20, 2990
13, 20, 2991
13, 20, 2992
13, 20, 2993
13, 20, 2994
13, 20, 2995
13, 20, 2996
13, 20, 2997
13, 20, 2998
13, 20, 2999
13, 20, 3000
13, 20, 3001
13, 20, 3002
13, 20, 3003
13, 20, 3004
13, 20, 3005
13, 20, 3005
13, 20, 3006
13, 20, 3007
13, 20, 3008
13, 20, 3057
13, 20, 3058
13, 20, 3059
13, 20, 3060
13, 20, 3061
13, 20, 3062
13, 20, 3063
13, 20, 3064
13, 20, 3065
13, 20, 3066
13, 20, 3067
13, 20, 3068
13, 20, 3069
13, 20, 3070
13, 20, 3071
13, 20, 3072
13, 20, 3073
13, 20, 3074
13, 20, 3075
13, 20, 3076
13, 20, 3077
13, 20, 3078
13, 20, 3079
13, 20, 3080
13, 20, 3081
13, 20, 3082
13, 20, 3083
13, 20, 3131
13, 20, 3132
13, 20, 3133
13, 20, 3134
13, 20, 3135
13, 20, 3136
13, 20, 3137
13, 20, 3138
13, 20, 3139
13, 20, 3140
13, 20, 3141
13, 20, 3142
13, 20, 3143
13, 20, 3144
13, 20, 3145
13, 20, 3146
13, 20, 3147
13, 20, 3148
13, 20, 3149
13, 20, 3150
13, 20, 3151
13, 20, 3152
13, 20, 3153
13, 20, 3154
13, 20, 3155
13, 20, 3156
13, 20, 3157
13, 20, 3206
13, 20, 3207
13, 20, 3208
13, 20, 3209
13, 20, 3210
13, 20, 3210
13, 20, 3211
13, 20, 3212
13, 20, 3213
13, 20, 3214
13, 20, 3215
13, 20, 3216
13, 20, 3217
13, 20, 3218
13, 20, 3219
13, 20, 3220
13, 20, 3221
13, 20, 3222
13, 20, 3223
13, 20, 3224
13, 20, 3225
13, 20, 3226
13, 20, 3227
13, 20, 3228
13, 20, 3229
13, 20, 3230
13, 20, 3231
13, 20, 3280
13, 20, 3281
13, 20, 3282
13, 20, 3283
13, 20, 3284
13, 20, 3285
13, 20, 3286
13, 20, 3287
13, 20, 3288
13, 20, 3289
13, 20, 3290
13, 20, 3291
13, 20, 3292
13, 20, 3292
13, 20, 3293
13, 20, 3294
13, 20, 3295
13, 20, 3296
13, 20, 3297
13, 20, 3298
13, 20, 3299
13, 20, 3300
13, 20, 3301
13, 20, 3302
13, 20, 3303
13, 20, 3304
13, 20, 3305
13, 20, 3354
13, 20, 3355
13, 20, 3356
13, 20, 3357
13, 20, 3358
13, 20, 3359
13, 20, 3360
13, 20, 3361
13, 20, 3362
13, 20, 3363
13, 20, 3364
13, 20, 3365
13, 20, 3366
13, 20, 3367
13, 20, 3368
13, 20, 3369
13, 20, 3370
13, 20, 3371
13, 20, 3372
13, 20, 3373
13, 20, 3374
13, 20, 3375
13, 20, 3376
13, 20, 3377
13, 20, 3378
13, 20, 3379
13, 20, 3379
13, 20, 3428
13, 20, 3429
13, 20, 3430
13, 20, 3431
13, 20, 3432
13, 20, 3433
13, 20, 3434
13, 20, 3435
13, 20, 3436
13, 20, 3437
13, 20, 3438
13, 20, 3439
13, 20, 3440
13, 20, 3441
13, 20, 3442
13, 20, 3443
13, 20, 3444
13, 20, 3445
13, 20, 3446
13, 20, 3447
13, 20, 3448
13, 20, 3449
13, 20, 3450
13, 20, 3451
13, 20, 3452
13, 20, 3453
13, 20, 3454
13, 20, 3503
5, 20, 3504
5, 20, 3505
